,Pos,Player,Team,Auction Value,Upside,Downside,Exp_PTS,Hi_PTS,Lo_PTS
2864,WR,Damiere Byrd,ARI,0.0,1.0421836228287849,-1.0124069478908193,3.4,6.9,0.0
2865,WR,Auden Tate,CIN,0.0,1.07196029776675,-1.0124069478908193,3.4,7.0,0.0
2866,WR,Victor Bolden Jr.,BUF,0.0,0.9826302729528542,-1.0124069478908193,3.4,6.7,0.0
263,RB,Nick Bawden,DET,0.0,1.0421836228287846,-0.982630272952854,3.3,6.8,0.0
2264,TE,Matt Flanagan,WAS,0.0,0.982630272952854,-0.982630272952854,3.3,6.6,0.0
2867,WR,Cam Phillips,BUF,0.0,0.8039702233250625,-0.982630272952854,3.3,6.0,0.0
264,RB,Kenjon Barner,ATL,0.0,0.9528535980148889,-0.9528535980148889,3.2,6.4,0.0
2265,TE,Evan Baylis,GB,0.0,0.9230769230769235,-0.9528535980148889,3.2,6.3,0.0
2868,WR,Allen Lazard,GB,0.0,0.7444168734491319,-0.9528535980148889,3.2,5.7,0.0
265,RB,Jeremy McNichols,TEN,0.0,0.8933002481389581,-0.9230769230769236,3.1,6.1,0.0
2266,TE,Ben Braunecker,CHI,0.0,0.9230769230769236,-0.9230769230769236,3.1,6.2,0.0
2869,WR,Marcus Green,ATL,0.0,0.0,0.0,3.0,3.0,3.0
2870,WR,Byron Pringle,KC,0.0,0.0,0.0,3.0,3.0,3.0
2871,WR,Daurice Fountain,IND,0.0,0.8039702233250625,-0.8933002481389583,3.0,5.7,0.0
2872,WR,Khadarel Hodge,LAR,0.0,0.0,-0.059553349875930604,3.0,3.0,2.8
266,RB,Jonathan Williams,IND,0.0,0.744416873449132,-0.8635235732009929,2.9,5.4,0.0
2873,WR,Mike Thomas,LAR,0.0,0.8337468982630278,-0.8635235732009929,2.9,5.7,0.0
2874,WR,Cedrick Wilson,DAL,0.0,0.8039702233250623,-0.8635235732009929,2.9,5.6,0.0
2875,WR,Devin Smith,DAL,0.0,0.8039702233250623,-0.8635235732009929,2.9,5.6,0.0
2876,WR,Charles Johnson,PHI,0.0,0.8933002481389584,-0.8635235732009929,2.9,5.9,0.0
267,RB,De'Angelo Henderson,MIN,0.0,0.6848635235732012,-0.8337468982630276,2.8,5.1,0.0
268,RB,Michael Burton,NO,0.0,0.863523573200993,-0.8337468982630276,2.8,5.7,0.0
2267,TE,Orson Charles,CLE,0.0,0.8337468982630276,-0.8337468982630276,2.8,5.6,0.0
2877,WR,Terrelle Pryor,JAC,0.0,0.0,0.0,2.8,2.8,2.8
2878,WR,Trent Sherfield,ARI,0.0,0.7741935483870973,-0.8337468982630276,2.8,5.4,0.0
2879,WR,DeAndrew White,CAR,0.0,0.8039702233250625,-0.8337468982630276,2.8,5.5,0.0
855,QB,Geno Smith,SEA,0.0,2.5310173697270484,-0.8039702233250625,2.7,11.2,0.0
2880,WR,Quadree Henderson,NYJ,0.0,0.6253101736972707,-0.8039702233250625,2.7,4.8,0.0
2881,WR,Shelton Gibson,PHI,0.0,0.6848635235732015,-0.7741935483870972,2.6,4.9,0.0
2882,WR,Matt Slater,NE,0.0,1.2506203473945416,-0.7444168734491319,2.5,6.7,0.0
2883,WR,Tim White,NYJ,0.0,0.6848635235732012,-0.7444168734491319,2.5,4.8,0.0
2884,WR,Brittan Golden,NYG,0.0,0.7741935483870971,-0.7444168734491319,2.5,5.1,0.0
269,RB,Matthew Dayes,NO,0.0,0.4466501240694791,-0.7146401985111666,2.4,3.9,0.0
2885,WR,Keenan Reynolds,SEA,0.0,0.0,0.0,2.4,2.4,2.4
270,RB,Senorise Perry,BUF,0.0,0.5062034739454095,-0.6550868486352361,2.2,3.9,0.0
2886,WR,Max McCaffrey,SF,0.0,0.5657568238213401,-0.6550868486352361,2.2,4.1,0.0
2268,TE,Will Tye,PHI,0.0,0.5062034739454098,-0.5955334987593055,2.0,3.7,0.0
2887,WR,J.J. Jones,NYJ,0.0,0.4466501240694791,-0.5955334987593055,2.0,3.5,0.0
2888,WR,Deonte Thompson,NYJ,0.0,0.5062034739454098,-0.5955334987593055,2.0,3.7,0.0
2889,WR,Michael Floyd,BAL,0.0,0.3870967741935486,-0.5062034739454097,1.7,3.0,0.0
2890,WR,Pharoh Cooper,ARI,0.0,0.4466501240694792,-0.5062034739454097,1.7,3.2,0.0
2269,TE,Johnny Mundt,LAR,0.0,0.4168734491315138,-0.4466501240694791,1.5,2.9,0.0
2270,TE,Darrell Daniels,ARI,0.0,0.5062034739454098,-0.4466501240694791,1.5,3.2,0.0
2891,WR,Krishawn Hogan,IND,0.0,0.4466501240694791,-0.4168734491315138,1.4,2.9,0.0
2892,WR,Marcus Johnson,IND,0.0,0.35732009925558333,-0.4168734491315138,1.4,2.6,0.0
271,RB,Dan Vitale,GB,0.0,0.26799007444168743,-0.29776674937965275,1.0,1.9,0.0
2271,TE,Ross Dwelley,SF,0.0,0.29776674937965275,-0.29776674937965275,1.0,2.0,0.0
272,RB,Byron Marshall,WAS,0.0,0.0,0.0,0.0,0.0,0.0
273,RB,Elijah Holyfield,CAR,0.0,0.0,0.0,0.0,0.0,0.0
274,RB,Cethan Carter,CIN,0.0,0.0,0.0,0.0,0.0,0.0
275,RB,Bo Scarbrough,SEA,0.0,0.0,0.0,0.0,0.0,0.0
276,RB,Devine Ozigbo,NO,0.0,0.0,0.0,0.0,0.0,0.0
277,RB,Karan Higdon,HOU,0.0,0.0,0.0,0.0,0.0,0.0
278,RB,Alex Barnes,TEN,0.0,0.0,0.0,0.0,0.0,0.0
279,RB,Khalfani Muhammad,DEN,0.0,0.0,0.0,0.0,0.0,0.0
280,RB,Quinton Flowers,CIN,0.0,0.0,0.0,0.0,0.0,0.0
281,RB,Isaiah Crowell,OAK,0.0,0.0,0.0,0.0,0.0,0.0
282,RB,Marcus Murphy,BUF,0.0,0.0,0.0,0.0,0.0,0.0
283,RB,Elijah Hood,CAR,0.0,0.0,0.0,0.0,0.0,0.0
284,RB,Cullen Gillaspia,HOU,0.0,0.0,0.0,0.0,0.0,0.0
285,RB,Malcolm Johnson,GB,0.0,0.0,0.0,0.0,0.0,0.0
286,RB,Chandler Cox,MIA,0.0,0.0,0.0,0.0,0.0,0.0
287,RB,Donnel Pumphrey,PHI,0.0,0.0,0.0,0.0,0.0,0.0
288,RB,David Williams,DEN,0.0,0.0,0.0,0.0,0.0,0.0
856,QB,Tyler Bray,CHI,0.0,0.0,0.0,0.0,0.0,0.0
857,QB,Brandon Allen,LAR,0.0,0.0,0.0,0.0,0.0,0.0
858,QB,Tyree Jackson,BUF,0.0,0.0,0.0,0.0,0.0,0.0
859,QB,Mason Rudolph,PIT,0.0,0.0,0.0,0.0,0.0,0.0
860,QB,Brett Rypien,DEN,0.0,0.0,0.0,0.0,0.0,0.0
861,QB,Chad Kelly,IND,0.0,0.0,0.0,0.0,0.0,0.0
862,QB,Kyle Allen,CAR,0.0,0.0,0.0,0.0,0.0,0.0
863,QB,Jake Rudock,MIA,0.0,0.0,0.0,0.0,0.0,0.0
864,QB,Easton Stick,LAC,0.0,0.0,0.0,0.0,0.0,0.0
865,QB,Ryan Griffin,TB,0.0,0.0,0.0,0.0,0.0,0.0
866,QB,David Fales,DET,0.0,0.0,0.0,0.0,0.0,0.0
867,QB,Cardale Jones,LAC,0.0,0.0,0.0,0.0,0.0,0.0
868,QB,Kevin Hogan,DEN,0.0,0.0,0.0,0.0,0.0,0.0
869,QB,Clayton Thorson,PHI,0.0,0.0,0.0,0.0,0.0,0.0
870,QB,Logan Woodside,TEN,0.0,0.0,0.0,0.0,0.0,0.0
871,QB,Nick Fitzgerald,TB,0.0,0.0,0.0,0.0,0.0,0.0
872,QB,Kyle Lauletta,NYG,0.0,0.0,0.0,0.0,0.0,0.0
873,QB,Joe Webb,HOU,0.0,0.0,0.0,0.0,0.0,0.0
874,QB,Tim Boyle,GB,0.0,0.0,0.0,0.0,0.0,0.0
875,QB,Davis Webb,NYJ,0.0,0.0,0.0,0.0,0.0,0.0
876,QB,Luke Falk,NYJ,0.0,0.0,0.0,0.0,0.0,0.0
877,QB,Mike White,DAL,0.0,0.0,0.0,0.0,0.0,0.0
878,QB,Kyle Sloter,MIN,0.0,0.0,0.0,0.0,0.0,0.0
879,QB,Cody Kessler,PHI,0.0,0.0,0.0,0.0,0.0,0.0
880,QB,Alex McGough,JAC,0.0,0.0,0.0,0.0,0.0,0.0
881,QB,Garrett Gilbert,CLE,0.0,0.0,0.0,0.0,0.0,0.0
882,QB,Nathan Peterman,OAK,0.0,0.0,0.0,0.0,0.0,0.0
883,QB,Alex Smith,WAS,0.0,0.0,0.0,0.0,0.0,0.0
884,QB,Alex Tanney,NYG,0.0,0.0,0.0,0.0,0.0,0.0
885,QB,Tanner Lee,JAC,0.0,0.0,0.0,0.0,0.0,0.0
886,QB,Jarrett Stidham,NE,0.0,0.0,0.0,0.0,0.0,0.0
2272,TE,Austin Traylor,DET,0.0,0.0,0.0,0.0,0.0,0.0
2273,TE,Moritz Bohringer,CIN,0.0,0.0,0.0,0.0,0.0,0.0
2274,TE,Mason Schreck,CIN,0.0,0.0,0.0,0.0,0.0,0.0
2275,TE,Troy Fumagalli,DEN,0.0,0.0,0.0,0.0,0.0,0.0
2276,TE,Temarrick Hemingway,CAR,0.0,0.0,0.0,0.0,0.0,0.0
2277,TE,Deon Yelder,KC,0.0,0.0,0.0,0.0,0.0,0.0
2278,TE,Bucky Hodges,NYJ,0.0,0.0,0.0,0.0,0.0,0.0
2279,TE,Donnie Ernsberger,TB,0.0,0.0,0.0,0.0,0.0,0.0
2280,TE,Tommy Sweeney,BUF,0.0,0.0,0.0,0.0,0.0,0.0
2281,TE,Garrett Dickerson,NYG,0.0,0.0,0.0,0.0,0.0,0.0
2282,TE,Vince Mayle,LAC,0.0,0.0,0.0,0.0,0.0,0.0
2283,TE,Ryan Hewitt,TEN,0.0,0.0,0.0,0.0,0.0,0.0
2284,TE,Cole Hikutini,MIN,0.0,0.0,0.0,0.0,0.0,0.0
2893,WR,Penny Hart,IND,0.0,0.0,0.0,0.0,0.0,0.0
2894,WR,Alonzo Russell,NYG,0.0,0.0,0.0,0.0,0.0,0.0
2895,WR,Brendan Langley,DEN,0.0,0.0,0.0,0.0,0.0,0.0
2896,WR,Joe Webb,HOU,0.0,0.0,0.0,0.0,0.0,0.0
2897,WR,Simmie Cobbs Jr.,NO,0.0,0.0,0.0,0.0,0.0,0.0
2898,WR,Ricardo Louis,MIA,0.0,0.0,0.0,0.0,0.0,0.0
2899,WR,Ashton Dulin,IND,0.0,0.0,0.0,0.0,0.0,0.0
2900,WR,Austin Proehl,LAR,0.0,0.0,0.0,0.0,0.0,0.0
2901,WR,Carlton Agudosi,PHI,0.0,0.0,0.0,0.0,0.0,0.0
2902,WR,John Ursua,SEA,0.0,0.0,0.0,0.0,0.0,0.0
2903,WR,Tyre Brady,JAC,0.0,0.0,0.0,0.0,0.0,0.0
2904,WR,Terry Godwin,CAR,0.0,0.0,0.0,0.0,0.0,0.0
2905,WR,Antoine Wesley,BAL,0.0,0.0,0.0,0.0,0.0,0.0
2906,WR,Chris Thompson,WAS,0.0,0.0,0.0,0.0,0.0,0.0
2907,WR,Kelvin McKnight,DEN,0.0,0.0,0.0,0.0,0.0,0.0
2908,WR,Emanuel Hall,CHI,0.0,0.0,0.0,0.0,0.0,0.0
2909,WR,Taquan Mizzell,CHI,0.0,0.0,0.0,0.0,0.0,0.0
2910,WR,Jalen Tolliver,TEN,0.0,0.0,0.0,0.0,0.0,0.0
2911,WR,Marken Michel,PHI,0.0,0.0,0.0,0.0,0.0,0.0
2912,WR,Jawill Davis,GB,0.0,0.0,0.0,0.0,0.0,0.0
2913,WR,Dillon Mitchell,MIN,0.0,0.0,0.0,0.0,0.0,0.0
2914,WR,Josh Gordon,NE,0.0,0.0,0.0,0.0,0.0,0.0
2915,WR,Danny Etling,NE,0.0,0.0,0.0,0.0,0.0,0.0
2916,WR,Robert Davis,WAS,0.0,0.0,0.0,0.0,0.0,0.0
2917,WR,Da'Mari Scott,BUF,0.0,0.0,0.0,0.0,0.0,0.0
2918,WR,Jester Weah,HOU,0.0,0.0,0.0,0.0,0.0,0.0
2919,WR,Tre McBride,JAC,0.0,0.0,0.0,0.0,0.0,0.0
0,,,,,,,,,
1,,,,,,,,,
2,,,,,,,,,
3,,,,,,,,,
4,,,,,,,,,
5,,,,,,,,,
6,,,,,,,,,
7,,,,,,,,,
8,,,,,,,,,
9,,,,,,,,,
10,,,,,,,,,
11,,,,,,,,,
12,,,,,,,,,
13,,,,,,,,,
14,,,,,,,,,
15,,,,,,,,,
16,,,,,,,,,
17,,,,,,,,,
18,,,,,,,,,
19,,,,,,,,,
20,,,,,,,,,
21,,,,,,,,,
22,,,,,,,,,
23,,,,,,,,,
24,,,,,,,,,
25,,,,,,,,,
26,,,,,,,,,
27,,,,,,,,,
28,,,,,,,,,
29,,,,,,,,,
30,,,,,,,,,
31,,,,,,,,,
32,,,,,,,,,
33,,,,,,,,,
34,,,,,,,,,
35,,,,,,,,,
36,,,,,,,,,
37,,,,,,,,,
38,,,,,,,,,
39,,,,,,,,,
40,,,,,,,,,
41,,,,,,,,,
42,,,,,,,,,
43,,,,,,,,,
44,,,,,,,,,
45,,,,,,,,,
46,,,,,,,,,
47,,,,,,,,,
48,,,,,,,,,
49,,,,,,,,,
50,,,,,,,,,
51,,,,,,,,,
52,,,,,,,,,
53,,,,,,,,,
54,,,,,,,,,
55,,,,,,,,,
56,,,,,,,,,
57,,,,,,,,,
58,,,,,,,,,
59,,,,,,,,,
60,,,,,,,,,
61,,,,,,,,,
62,,,,,,,,,
63,,,,,,,,,
64,,,,,,,,,
65,,,,,,,,,
66,,,,,,,,,
67,,,,,,,,,
68,,,,,,,,,
69,,,,,,,,,
70,,,,,,,,,
71,,,,,,,,,
72,,,,,,,,,
73,,,,,,,,,
74,,,,,,,,,
75,,,,,,,,,
76,,,,,,,,,
77,,,,,,,,,
78,,,,,,,,,
79,,,,,,,,,
80,,,,,,,,,
81,,,,,,,,,
82,,,,,,,,,
83,,,,,,,,,
84,,,,,,,,,
85,,,,,,,,,
86,,,,,,,,,
87,,,,,,,,,
88,,,,,,,,,
89,,,,,,,,,
90,,,,,,,,,
91,,,,,,,,,
92,,,,,,,,,
93,,,,,,,,,
94,,,,,,,,,
95,,,,,,,,,
96,,,,,,,,,
97,,,,,,,,,
98,,,,,,,,,
99,,,,,,,,,
100,,,,,,,,,
101,,,,,,,,,
289,,,,,,,,,
290,,,,,,,,,
291,,,,,,,,,
292,,,,,,,,,
293,,,,,,,,,
294,,,,,,,,,
295,,,,,,,,,
296,,,,,,,,,
297,,,,,,,,,
298,,,,,,,,,
299,,,,,,,,,
300,,,,,,,,,
301,,,,,,,,,
302,,,,,,,,,
303,,,,,,,,,
304,,,,,,,,,
305,,,,,,,,,
306,,,,,,,,,
307,,,,,,,,,
308,,,,,,,,,
309,,,,,,,,,
310,,,,,,,,,
311,,,,,,,,,
312,,,,,,,,,
313,,,,,,,,,
314,,,,,,,,,
315,,,,,,,,,
316,,,,,,,,,
317,,,,,,,,,
318,,,,,,,,,
319,,,,,,,,,
320,,,,,,,,,
321,,,,,,,,,
322,,,,,,,,,
323,,,,,,,,,
324,,,,,,,,,
325,,,,,,,,,
326,,,,,,,,,
327,,,,,,,,,
328,,,,,,,,,
329,,,,,,,,,
330,,,,,,,,,
331,,,,,,,,,
332,,,,,,,,,
333,,,,,,,,,
334,,,,,,,,,
335,,,,,,,,,
336,,,,,,,,,
337,,,,,,,,,
338,,,,,,,,,
339,,,,,,,,,
340,,,,,,,,,
341,,,,,,,,,
342,,,,,,,,,
343,,,,,,,,,
344,,,,,,,,,
345,,,,,,,,,
346,,,,,,,,,
347,,,,,,,,,
348,,,,,,,,,
349,,,,,,,,,
350,,,,,,,,,
351,,,,,,,,,
352,,,,,,,,,
353,,,,,,,,,
354,,,,,,,,,
355,,,,,,,,,
356,,,,,,,,,
357,,,,,,,,,
358,,,,,,,,,
359,,,,,,,,,
360,,,,,,,,,
361,,,,,,,,,
362,,,,,,,,,
363,,,,,,,,,
364,,,,,,,,,
365,,,,,,,,,
366,,,,,,,,,
367,,,,,,,,,
368,,,,,,,,,
369,,,,,,,,,
370,,,,,,,,,
371,,,,,,,,,
372,,,,,,,,,
373,,,,,,,,,
374,,,,,,,,,
375,,,,,,,,,
376,,,,,,,,,
377,,,,,,,,,
378,,,,,,,,,
379,,,,,,,,,
380,,,,,,,,,
381,,,,,,,,,
382,,,,,,,,,
383,,,,,,,,,
384,,,,,,,,,
385,,,,,,,,,
386,,,,,,,,,
387,,,,,,,,,
388,,,,,,,,,
389,,,,,,,,,
390,,,,,,,,,
391,,,,,,,,,
392,,,,,,,,,
393,,,,,,,,,
394,,,,,,,,,
395,,,,,,,,,
396,,,,,,,,,
397,,,,,,,,,
398,,,,,,,,,
399,,,,,,,,,
400,,,,,,,,,
401,,,,,,,,,
402,,,,,,,,,
403,,,,,,,,,
404,,,,,,,,,
405,,,,,,,,,
406,,,,,,,,,
407,,,,,,,,,
408,,,,,,,,,
409,,,,,,,,,
410,,,,,,,,,
411,,,,,,,,,
412,,,,,,,,,
413,,,,,,,,,
414,,,,,,,,,
415,,,,,,,,,
416,,,,,,,,,
417,,,,,,,,,
418,,,,,,,,,
419,,,,,,,,,
420,,,,,,,,,
421,,,,,,,,,
422,,,,,,,,,
423,,,,,,,,,
424,,,,,,,,,
425,,,,,,,,,
426,,,,,,,,,
427,,,,,,,,,
428,,,,,,,,,
429,,,,,,,,,
430,,,,,,,,,
431,,,,,,,,,
432,,,,,,,,,
433,,,,,,,,,
434,,,,,,,,,
435,,,,,,,,,
436,,,,,,,,,
437,,,,,,,,,
438,,,,,,,,,
439,,,,,,,,,
440,,,,,,,,,
441,,,,,,,,,
442,,,,,,,,,
443,,,,,,,,,
444,,,,,,,,,
445,,,,,,,,,
446,,,,,,,,,
447,,,,,,,,,
448,,,,,,,,,
449,,,,,,,,,
450,,,,,,,,,
451,,,,,,,,,
452,,,,,,,,,
453,,,,,,,,,
454,,,,,,,,,
455,,,,,,,,,
456,,,,,,,,,
457,,,,,,,,,
458,,,,,,,,,
459,,,,,,,,,
460,,,,,,,,,
461,,,,,,,,,
462,,,,,,,,,
463,,,,,,,,,
464,,,,,,,,,
465,,,,,,,,,
466,,,,,,,,,
467,,,,,,,,,
468,,,,,,,,,
469,,,,,,,,,
470,,,,,,,,,
471,,,,,,,,,
472,,,,,,,,,
473,,,,,,,,,
474,,,,,,,,,
475,,,,,,,,,
476,,,,,,,,,
477,,,,,,,,,
478,,,,,,,,,
479,,,,,,,,,
480,,,,,,,,,
481,,,,,,,,,
482,,,,,,,,,
483,,,,,,,,,
484,,,,,,,,,
485,,,,,,,,,
486,,,,,,,,,
487,,,,,,,,,
488,,,,,,,,,
489,,,,,,,,,
490,,,,,,,,,
491,,,,,,,,,
492,,,,,,,,,
493,,,,,,,,,
494,,,,,,,,,
495,,,,,,,,,
496,,,,,,,,,
497,,,,,,,,,
498,,,,,,,,,
499,,,,,,,,,
500,,,,,,,,,
501,,,,,,,,,
502,,,,,,,,,
503,,,,,,,,,
504,,,,,,,,,
505,,,,,,,,,
506,,,,,,,,,
507,,,,,,,,,
508,,,,,,,,,
509,,,,,,,,,
510,,,,,,,,,
511,,,,,,,,,
512,,,,,,,,,
513,,,,,,,,,
514,,,,,,,,,
515,,,,,,,,,
516,,,,,,,,,
517,,,,,,,,,
518,,,,,,,,,
519,,,,,,,,,
520,,,,,,,,,
521,,,,,,,,,
522,,,,,,,,,
523,,,,,,,,,
524,,,,,,,,,
525,,,,,,,,,
526,,,,,,,,,
527,,,,,,,,,
528,,,,,,,,,
529,,,,,,,,,
530,,,,,,,,,
531,,,,,,,,,
532,,,,,,,,,
533,,,,,,,,,
534,,,,,,,,,
535,,,,,,,,,
536,,,,,,,,,
537,,,,,,,,,
538,,,,,,,,,
539,,,,,,,,,
540,,,,,,,,,
541,,,,,,,,,
542,,,,,,,,,
543,,,,,,,,,
544,,,,,,,,,
545,,,,,,,,,
546,,,,,,,,,
547,,,,,,,,,
548,,,,,,,,,
549,,,,,,,,,
550,,,,,,,,,
551,,,,,,,,,
552,,,,,,,,,
553,,,,,,,,,
554,,,,,,,,,
555,,,,,,,,,
556,,,,,,,,,
557,,,,,,,,,
558,,,,,,,,,
559,,,,,,,,,
560,,,,,,,,,
561,,,,,,,,,
562,,,,,,,,,
563,,,,,,,,,
564,,,,,,,,,
565,,,,,,,,,
566,,,,,,,,,
567,,,,,,,,,
568,,,,,,,,,
569,,,,,,,,,
570,,,,,,,,,
571,,,,,,,,,
572,,,,,,,,,
573,,,,,,,,,
574,,,,,,,,,
575,,,,,,,,,
576,,,,,,,,,
577,,,,,,,,,
578,,,,,,,,,
579,,,,,,,,,
580,,,,,,,,,
581,,,,,,,,,
582,,,,,,,,,
583,,,,,,,,,
584,,,,,,,,,
585,,,,,,,,,
586,,,,,,,,,
587,,,,,,,,,
588,,,,,,,,,
589,,,,,,,,,
590,,,,,,,,,
591,,,,,,,,,
592,,,,,,,,,
593,,,,,,,,,
594,,,,,,,,,
595,,,,,,,,,
596,,,,,,,,,
597,,,,,,,,,
598,,,,,,,,,
599,,,,,,,,,
600,,,,,,,,,
601,,,,,,,,,
602,,,,,,,,,
603,,,,,,,,,
604,,,,,,,,,
605,,,,,,,,,
606,,,,,,,,,
607,,,,,,,,,
608,,,,,,,,,
609,,,,,,,,,
610,,,,,,,,,
611,,,,,,,,,
612,,,,,,,,,
613,,,,,,,,,
614,,,,,,,,,
615,,,,,,,,,
616,,,,,,,,,
617,,,,,,,,,
618,,,,,,,,,
619,,,,,,,,,
620,,,,,,,,,
621,,,,,,,,,
622,,,,,,,,,
623,,,,,,,,,
624,,,,,,,,,
625,,,,,,,,,
626,,,,,,,,,
627,,,,,,,,,
628,,,,,,,,,
629,,,,,,,,,
630,,,,,,,,,
631,,,,,,,,,
632,,,,,,,,,
633,,,,,,,,,
634,,,,,,,,,
635,,,,,,,,,
636,,,,,,,,,
637,,,,,,,,,
638,,,,,,,,,
639,,,,,,,,,
640,,,,,,,,,
641,,,,,,,,,
642,,,,,,,,,
643,,,,,,,,,
644,,,,,,,,,
645,,,,,,,,,
646,,,,,,,,,
647,,,,,,,,,
648,,,,,,,,,
649,,,,,,,,,
650,,,,,,,,,
651,,,,,,,,,
652,,,,,,,,,
653,,,,,,,,,
654,,,,,,,,,
655,,,,,,,,,
656,,,,,,,,,
657,,,,,,,,,
658,,,,,,,,,
659,,,,,,,,,
660,,,,,,,,,
661,,,,,,,,,
662,,,,,,,,,
663,,,,,,,,,
664,,,,,,,,,
665,,,,,,,,,
666,,,,,,,,,
667,,,,,,,,,
668,,,,,,,,,
669,,,,,,,,,
670,,,,,,,,,
671,,,,,,,,,
672,,,,,,,,,
673,,,,,,,,,
674,,,,,,,,,
675,,,,,,,,,
676,,,,,,,,,
677,,,,,,,,,
678,,,,,,,,,
679,,,,,,,,,
680,,,,,,,,,
681,,,,,,,,,
682,,,,,,,,,
683,,,,,,,,,
684,,,,,,,,,
685,,,,,,,,,
686,,,,,,,,,
687,,,,,,,,,
688,,,,,,,,,
689,,,,,,,,,
690,,,,,,,,,
691,,,,,,,,,
692,,,,,,,,,
693,,,,,,,,,
694,,,,,,,,,
695,,,,,,,,,
696,,,,,,,,,
697,,,,,,,,,
698,,,,,,,,,
699,,,,,,,,,
700,,,,,,,,,
701,,,,,,,,,
702,,,,,,,,,
703,,,,,,,,,
704,,,,,,,,,
705,,,,,,,,,
706,,,,,,,,,
707,,,,,,,,,
708,,,,,,,,,
709,,,,,,,,,
710,,,,,,,,,
711,,,,,,,,,
712,,,,,,,,,
713,,,,,,,,,
714,,,,,,,,,
715,,,,,,,,,
716,,,,,,,,,
717,,,,,,,,,
718,,,,,,,,,
719,,,,,,,,,
720,,,,,,,,,
721,,,,,,,,,
722,,,,,,,,,
723,,,,,,,,,
724,,,,,,,,,
725,,,,,,,,,
726,,,,,,,,,
727,,,,,,,,,
728,,,,,,,,,
729,,,,,,,,,
730,,,,,,,,,
731,,,,,,,,,
732,,,,,,,,,
733,,,,,,,,,
734,,,,,,,,,
735,,,,,,,,,
736,,,,,,,,,
737,,,,,,,,,
738,,,,,,,,,
739,,,,,,,,,
740,,,,,,,,,
741,,,,,,,,,
742,,,,,,,,,
743,,,,,,,,,
744,,,,,,,,,
745,,,,,,,,,
746,,,,,,,,,
747,,,,,,,,,
748,,,,,,,,,
749,,,,,,,,,
750,,,,,,,,,
751,,,,,,,,,
752,,,,,,,,,
753,,,,,,,,,
754,,,,,,,,,
755,,,,,,,,,
756,,,,,,,,,
757,,,,,,,,,
758,,,,,,,,,
759,,,,,,,,,
760,,,,,,,,,
761,,,,,,,,,
762,,,,,,,,,
763,,,,,,,,,
764,,,,,,,,,
765,,,,,,,,,
766,,,,,,,,,
767,,,,,,,,,
768,,,,,,,,,
769,,,,,,,,,
770,,,,,,,,,
771,,,,,,,,,
772,,,,,,,,,
773,,,,,,,,,
774,,,,,,,,,
775,,,,,,,,,
776,,,,,,,,,
777,,,,,,,,,
778,,,,,,,,,
779,,,,,,,,,
780,,,,,,,,,
781,,,,,,,,,
782,,,,,,,,,
783,,,,,,,,,
784,,,,,,,,,
887,,,,,,,,,
888,,,,,,,,,
889,,,,,,,,,
890,,,,,,,,,
891,,,,,,,,,
892,,,,,,,,,
893,,,,,,,,,
894,,,,,,,,,
895,,,,,,,,,
896,,,,,,,,,
897,,,,,,,,,
898,,,,,,,,,
899,,,,,,,,,
900,,,,,,,,,
901,,,,,,,,,
902,,,,,,,,,
903,,,,,,,,,
904,,,,,,,,,
905,,,,,,,,,
906,,,,,,,,,
907,,,,,,,,,
908,,,,,,,,,
909,,,,,,,,,
910,,,,,,,,,
911,,,,,,,,,
912,,,,,,,,,
913,,,,,,,,,
914,,,,,,,,,
915,,,,,,,,,
916,,,,,,,,,
917,,,,,,,,,
918,,,,,,,,,
919,,,,,,,,,
920,,,,,,,,,
921,,,,,,,,,
922,,,,,,,,,
923,,,,,,,,,
924,,,,,,,,,
925,,,,,,,,,
926,,,,,,,,,
927,,,,,,,,,
928,,,,,,,,,
929,,,,,,,,,
930,,,,,,,,,
931,,,,,,,,,
932,,,,,,,,,
933,,,,,,,,,
934,,,,,,,,,
935,,,,,,,,,
936,,,,,,,,,
937,,,,,,,,,
938,,,,,,,,,
939,,,,,,,,,
940,,,,,,,,,
941,,,,,,,,,
942,,,,,,,,,
943,,,,,,,,,
944,,,,,,,,,
945,,,,,,,,,
946,,,,,,,,,
947,,,,,,,,,
948,,,,,,,,,
949,,,,,,,,,
950,,,,,,,,,
951,,,,,,,,,
952,,,,,,,,,
953,,,,,,,,,
954,,,,,,,,,
955,,,,,,,,,
956,,,,,,,,,
957,,,,,,,,,
958,,,,,,,,,
959,,,,,,,,,
960,,,,,,,,,
961,,,,,,,,,
962,,,,,,,,,
963,,,,,,,,,
964,,,,,,,,,
965,,,,,,,,,
966,,,,,,,,,
967,,,,,,,,,
968,,,,,,,,,
969,,,,,,,,,
970,,,,,,,,,
971,,,,,,,,,
972,,,,,,,,,
973,,,,,,,,,
974,,,,,,,,,
975,,,,,,,,,
976,,,,,,,,,
977,,,,,,,,,
978,,,,,,,,,
979,,,,,,,,,
980,,,,,,,,,
981,,,,,,,,,
982,,,,,,,,,
983,,,,,,,,,
984,,,,,,,,,
985,,,,,,,,,
986,,,,,,,,,
987,,,,,,,,,
988,,,,,,,,,
989,,,,,,,,,
990,,,,,,,,,
991,,,,,,,,,
992,,,,,,,,,
993,,,,,,,,,
994,,,,,,,,,
995,,,,,,,,,
996,,,,,,,,,
997,,,,,,,,,
998,,,,,,,,,
999,,,,,,,,,
